filename,line_total,line_covered,line_percent,branch_total,branch_covered,branch_percent,function_total,function_covered,function_percent,ACC,ACCM,AMLOC,ANPM,CBO,LCOM4,MMLOC,NOA,NOM,RFC,SC,LOCCOM,NSM,NMC,NMCI,NMCE,WMC,AMC
ompi/datatype/ompi_datatype_external.c,42,38,0.905,20,8,0.4,3,3,1.0,0,'2.66666666666667',33.6666666666667,6.0,3,3,42,0,3,11,9,40,0,448,0,448,6.9,2.3
ompi/datatype/ompi_datatype_get_elements.c,26,0,0.0,16,0,0.0,1,0,0.0,0,10,48.0,3.0,4,1,48,0,1,5,4,28,0,423,0,423,9.0,9.0
ompi/datatype/ompi_datatype_match_size.c,16,0,0.0,12,0,0.0,1,0,0.0,1,8,25.0,3.0,5,1,25,1,1,8,5,21,0,420,0,420,7.0,7.0
ompi/datatype/ompi_datatype_module.c,162,142,0.877,420,209,0.498,5,3,0.6,64,'6.25',79.0,1.5,15,2,213,83,4,47,30,130,0,921,0,921,23.0,4.6
ompi/datatype/ompi_datatype_sndrcv.c,49,0,0.0,36,0,0.0,1,0,0.0,0,9,81.0,6.0,7,1,81,0,1,10,7,40,0,450,0,450,16.0,16.0
ompi/debuggers/dlopen_test.c,57,44,0.772,18,11,0.611,3,3,1.0,0,2,6.0,2.0,0,1,6,0,1,1,0,26,0,398,0,398,14.0,3.5
ompi/debuggers/ompi_common_dll.c,262,0,0.0,202,0,0.0,8,0,0.0,1,'8.125',68.25,3.375,5,4,432,2,8,51,20,98,0,219,0,219,48.8,6.1
ompi/debuggers/ompi_debuggers.c,22,0,0.0,6,0,0.0,2,0,0.0,1,3,29.5,2.0,8,1,30,19,2,16,8,60,0,597,0,597,7.0,3.5
ompi/debuggers/ompi_msgq_dll.c,628,0,0.0,196,0,0.0,31,0,0.0,0,'5.90322580645161',36.3225806451613,1.90322580645161,15,16,175,1,31,237,240,337,0,174,0,174,169.6,5.3
ompi/debuggers/predefined_gap_test.c,87,87,1.0,110,55,0.5,1,1,1.0,0,2,116.0,2.0,0,1,116,0,1,1,0,25,0,825,0,825,2.0,2.0
ompi/debuggers/predefined_pad_test.c,18,14,0.778,44,22,0.5,1,1,1.0,0,4,23.0,2.0,3,1,23,2,1,6,3,15,0,652,0,652,3.0,3.0
ompi/errhandler/errcode-internal.c,182,0,0.0,98,0,0.0,4,0,0.0,1,'2.5',48.8333333333333,1.5,3,3,226,25,6,74,9,38,0,666,0,666,4.8,1.2
ompi/errhandler/errcode-internal.h,12,0,0.0,6,0,0.0,1,0,0.0,2,0,0.0,0.0,0,0,0,5,0,0,0,0,0,137,0,137,4.0,4.0
ompi/errhandler/errcode.c,223,0,0.0,344,0,0.0,7,0,0.0,3,'3.38461538461538',28.2307692307692,1.38461538461538,5,3,113,81,13,218,15,46,0,1102,0,1102,16.099999999999998,2.3
ompi/errhandler/errcode.h,57,0,0.0,36,0,0.0,5,0,0.0,1,0,0.0,0.0,0,0,0,4,0,0,0,0,0,149,0,149,23.0,4.6
ompi/errhandler/errhandler_invoke.c,97,0,0.0,50,0,0.0,2,0,0.0,1,16,94.5,4.0,15,1,110,0,2,29,15,49,0,567,0,567,35.0,17.5
ompi/errhandler/errhandler_predefined.c,249,0,0.0,98,0,0.0,15,0,0.0,7,'3.73333333333333',27.8,3.53333333333333,10,5,102,0,15,48,50,83,0,643,0,643,61.49999999999999,4.1
ompi/file/file.c,115,0,0.0,128,0,0.0,6,0,0.0,1,'3.44444444444444',26.8888888888889,1.88888888888889,17,4,55,4,9,53,68,99,0,668,0,668,31.8,5.3
ompi/group/group.c,347,0,0.0,172,0,0.0,14,0,0.0,0,2,42.1428571428571,2.71428571428571,12,8,97,0,14,60,96,74,0,585,0,585,109.2,7.8
ompi/group/group_bitmap.c,94,0,0.0,62,0,0.0,6,0,0.0,1,'5.5',25.3333333333333,3.5,5,4,47,0,6,25,20,45,1,545,1,544,28.200000000000003,4.7
ompi/group/group_init.c,206,0,0.0,152,0,0.0,12,0,0.0,14,'2.69230769230769',27.6923076923077,1.69230769230769,8,6,53,5,13,78,48,123,0,654,0,654,50.400000000000006,4.2
ompi/group/group_plist.c,114,0,0.0,88,0,0.0,5,0,0.0,4,'2.8',44.0,3.0,7,3,77,0,5,36,21,64,0,623,0,623,30.0,6.0
ompi/group/group_set_rank.c,10,0,0.0,6,0,0.0,1,0,0.0,0,5,21.0,2.0,0,1,21,0,1,1,0,31,0,526,0,526,4.0,4.0
ompi/group/group_sporadic.c,98,0,0.0,56,0,0.0,4,0,0.0,0,'6.75',39.75,4.0,6,4,75,0,4,29,24,36,0,543,0,543,24.0,6.0
ompi/group/group_strided.c,66,0,0.0,40,0,0.0,5,0,0.0,0,'4.4',21.2,3.6,4,3,39,0,5,25,12,27,1,545,2,543,19.0,3.8
ompi/info/info.c,160,0,0.0,109,0,0.0,17,0,0.0,0,'3.31818181818182',14.7272727272727,2.40909090909091,16,19,114,4,22,75,304,126,0,597,0,597,52.7,3.1
ompi/info/info_memkind.c,336,0,0.0,192,0,0.0,13,0,0.0,7,'6.92307692307692',38.8461538461538,2.76923076923077,16,1,102,3,13,74,16,68,0,499,0,499,98.0,7.0
ompi/instance/instance.c,670,0,0.0,470,0,0.0,28,0,0.0,8,'6.5',40.8125,2.21875,62,7,461,21,32,262,434,220,1,1187,0,1187,176.89999999999998,6.1
ompi/interlib/interlib.c,52,0,0.0,34,0,0.0,3,0,0.0,0,'4.33333333333333',31.0,4.66666666666667,6,1,50,0,3,13,6,42,0,409,0,409,14.1,4.7
ompi/mca/bml/base/bml_base_btl.c,27,0,0.0,6,0,0.0,3,0,0.0,2,'2.6',9.2,2.0,2,5,14,0,5,18,10,21,0,466,0,466,13.0,2.6
ompi/mca/bml/base/bml_base_endpoint.c,12,0,0.0,12,0,0.0,2,0,0.0,0,2,5.33333333333333,2.0,1,3,9,0,3,11,3,18,0,471,0,471,2.0,1.0
ompi/mca/bml/base/bml_base_frame.c,18,0,0.0,6,0,0.0,3,0,0.0,0,'3.25',20.5,2.75,8,4,38,1,4,17,32,24,0,485,0,485,11.1,3.7
ompi/mca/bml/base/bml_base_init.c,33,0,0.0,14,0,0.0,2,0,0.0,7,2,24.0,1.5,7,1,44,3,2,15,7,22,0,485,0,485,7.0,3.5
ompi/mca/bml/r2/bml_r2.c,545,0,0.0,292,0,0.0,19,0,0.0,1,'6.82608695652174',39.1739130434783,1.69565217391304,26,7,145,3,23,206,182,154,1,660,0,660,144.4,7.6
ompi/mca/bml/r2/bml_r2_component.c,15,0,0.0,2,0,0.0,4,0,0.0,0,2,8.5,1.5,5,4,13,1,4,13,20,27,0,458,0,458,4.8,1.2
ompi/mca/coll/accelerator/coll_accelerator_allgather.c,46,0,0.0,26,0,0.0,1,0,0.0,0,15,71.0,8.0,5,1,71,0,1,7,5,22,0,634,0,634,14.0,14.0
ompi/mca/coll/accelerator/coll_accelerator_allreduce.c,39,0,0.0,20,0,0.0,1,0,0.0,2,2,54.0,7.0,5,1,54,0,1,7,5,21,0,633,0,633,11.0,11.0
ompi/mca/coll/accelerator/coll_accelerator_alltoall.c,47,0,0.0,26,0,0.0,1,0,0.0,0,15,70.0,8.0,5,1,70,0,1,7,5,22,0,634,0,634,14.0,14.0
ompi/mca/coll/accelerator/coll_accelerator_bcast.c,27,0,0.0,14,0,0.0,1,0,0.0,0,9,47.0,6.0,6,1,47,0,1,8,6,21,0,628,0,628,8.0,8.0
ompi/mca/coll/accelerator/coll_accelerator_component.c,10,0,0.0,0,0,,1,0,0.0,5,2,45.0,1.0,3,1,45,5,1,10,3,33,0,558,0,558,1.0,1.0
ompi/mca/coll/accelerator/coll_accelerator_exscan.c,38,0,0.0,20,0,0.0,1,0,0.0,0,11,57.0,7.0,5,1,57,0,1,7,5,14,0,633,0,633,11.0,11.0
ompi/mca/coll/accelerator/coll_accelerator_module.c,62,0,0.0,116,0,0.0,5,0,0.0,0,'2.33333333333333',16.5,2.16666666666667,12,4,44,0,6,38,48,33,0,631,0,631,11.0,2.2
ompi/mca/coll/accelerator/coll_accelerator_reduce.c,77,0,0.0,42,0,0.0,2,0,0.0,2,2,59.5,7.0,6,2,60,0,2,12,12,22,0,646,0,646,23.0,11.5
ompi/mca/coll/accelerator/coll_accelerator_reduce_scatter.c,48,0,0.0,24,0,0.0,1,0,0.0,0,16,72.0,7.0,4,1,72,0,1,6,4,25,0,636,0,636,13.0,13.0
ompi/mca/coll/accelerator/coll_accelerator_reduce_scatter_block.c,39,0,0.0,20,0,0.0,1,0,0.0,0,11,57.0,7.0,4,1,57,0,1,6,4,25,0,634,0,634,11.0,11.0
ompi/mca/coll/accelerator/coll_accelerator_scan.c,38,0,0.0,20,0,0.0,1,0,0.0,0,11,55.0,7.0,5,1,55,0,1,7,5,21,0,633,0,633,11.0,11.0
ompi/mca/coll/acoll/coll_acoll_allgather.c,351,0,0.0,184,0,0.0,7,0,0.0,0,'12.4285714285714',78.2857142857143,10.2857142857143,10,1,214,0,7,49,10,95,0,819,0,819,100.1,14.3
ompi/mca/coll/acoll/coll_acoll_allreduce.c,182,0,0.0,96,0,0.0,4,0,0.0,1,'13.5',72.5,6.0,11,1,124,0,4,28,11,18,0,816,0,816,106.8,17.8
ompi/mca/coll/acoll/coll_acoll_alltoall.c,331,0,0.0,172,0,0.0,6,0,0.0,0,'17.6666666666667',86.6666666666667,7.66666666666667,9,1,148,0,6,36,9,54,0,822,0,822,91.8,15.3
ompi/mca/coll/acoll/coll_acoll_barrier.c,260,0,0.0,138,0,0.0,5,0,0.0,1,'14.6',70.6,3.6,8,1,110,0,5,37,8,40,0,789,0,789,74.0,14.8
ompi/mca/coll/acoll/coll_acoll_bcast.c,458,0,0.0,252,0,0.0,7,0,0.0,0,'17.1428571428571',92.8571428571429,9.42857142857143,12,1,187,0,7,75,12,103,0,805,0,805,142.1,20.3
ompi/mca/coll/acoll/coll_acoll_component.c,142,0,0.0,52,0,0.0,3,0,0.0,0,'8.5',80.25,1.75,11,3,140,27,4,60,33,44,0,598,0,598,33.0,11.0
ompi/mca/coll/acoll/coll_acoll_gather.c,129,0,0.0,94,0,0.0,1,0,0.0,0,30,179.0,9.0,5,1,179,0,1,8,5,33,0,761,0,761,49.0,49.0
ompi/mca/coll/acoll/coll_acoll_module.c,101,0,0.0,101,0,0.0,4,0,0.0,0,'6.25',39.0,2.0,3,2,111,0,4,58,6,29,0,592,0,592,28.8,7.2
ompi/mca/coll/acoll/coll_acoll_reduce.c,144,0,0.0,92,0,0.0,3,0,0.0,0,15,77.0,6.33333333333333,9,1,108,0,3,26,9,25,0,808,0,808,87.2,21.8
ompi/mca/coll/acoll/coll_acoll_utils.h,561,0,0.0,220,0,0.0,10,0,0.0,0,14,95.8,4.1,22,2,368,4,10,157,44,0,0,696,0,696,152.6,10.9
ompi/mca/coll/adapt/coll_adapt_bcast.c,10,0,0.0,4,0,0.0,1,0,0.0,2,4,12.0,6.0,3,1,12,0,1,4,3,10,0,592,0,592,3.0,3.0
ompi/mca/coll/adapt/coll_adapt_component.c,34,0,0.0,2,0,0.0,4,0,0.0,6,'2.25',17.5,1.0,8,2,48,2,4,25,16,38,0,602,0,602,4.8,1.2
ompi/mca/coll/adapt/coll_adapt_context.c,10,0,0.0,12,0,0.0,2,0,0.0,0,2,2.0,2.2,1,10,6,0,10,16,10,10,0,631,0,631,2.0,1.0
ompi/mca/coll/adapt/coll_adapt_ibcast.c,307,0,0.0,224,0,0.0,7,0,0.0,4,'5.875',66.375,3.0,16,4,235,0,8,145,64,73,0,924,0,924,51.8,7.4
ompi/mca/coll/adapt/coll_adapt_ireduce.c,425,0,0.0,244,0,0.0,10,0,0.0,4,'6.63636363636364',64.7272727272727,3.09090909090909,18,4,257,0,11,199,72,85,0,842,0,842,75.0,7.5
ompi/mca/coll/adapt/coll_adapt_module.c,55,0,0.0,78,0,0.0,7,0,0.0,2,'2.25',12.125,1.875,12,6,43,0,8,27,72,45,0,644,0,644,13.3,1.9
ompi/mca/coll/adapt/coll_adapt_reduce.c,16,0,0.0,8,0,0.0,1,0,0.0,0,5,23.0,8.0,5,1,23,0,1,6,5,12,0,648,0,648,4.0,4.0
ompi/mca/coll/adapt/coll_adapt_topocache.c,41,0,0.0,22,0,0.0,3,0,0.0,2,4,17.0,2.6,3,4,48,0,5,17,12,12,0,580,0,580,15.9,5.3
ompi/mca/coll/base/coll_base_agree_noft.c,8,0,0.0,4,0,0.0,2,0,0.0,1,2,12.5,8.5,2,2,13,0,2,8,4,10,0,562,0,562,4.0,2.0
ompi/mca/coll/base/coll_base_allgather.c,386,0,0.0,150,0,0.0,8,0,0.0,5,'14.75',87.75,8.125,12,6,153,0,8,62,72,370,0,746,0,746,83.2,10.4
ompi/mca/coll/base/coll_base_allgatherv.c,310,0,0.0,100,0,0.0,6,0,0.0,0,'14.1666666666667',97.5,9.0,7,5,155,0,6,50,35,313,0,764,0,764,55.8,9.3
ompi/mca/coll/base/coll_base_allreduce.c,534,0,0.0,314,0,0.0,7,0,0.0,4,'25.8571428571429',142.428571428571,7.14285714285714,11,4,275,0,7,62,44,518,0,767,0,767,154.70000000000002,22.1
ompi/mca/coll/base/coll_base_alltoall.c,338,0,0.0,178,0,0.0,6,0,0.0,3,'18.6666666666667',108.666666666667,7.66666666666667,20,1,157,0,6,63,20,129,0,710,0,710,99.0,16.5
ompi/mca/coll/base/coll_base_alltoallv.c,174,0,0.0,100,0,0.0,3,0,0.0,2,'12.6666666666667',111.666666666667,8.66666666666667,17,1,142,0,3,34,17,73,0,699,0,699,57.0,19.0
ompi/mca/coll/base/coll_base_barrier.c,220,0,0.0,138,0,0.0,7,0,0.0,7,'14.1428571428571',54.1428571428571,2.42857142857143,6,4,75,0,7,37,24,102,0,687,0,687,77.7,11.1
ompi/mca/coll/base/coll_base_bcast.c,453,0,0.0,332,0,0.0,11,0,0.0,8,'15.3636363636364',83.8181818181818,6.72727272727273,12,2,243,0,11,86,24,265,0,742,0,742,141.9,12.9
ompi/mca/coll/base/coll_base_comm_select.c,221,0,0.0,372,0,0.0,9,0,0.0,3,'4.9',39.0,2.6,20,3,139,0,10,67,60,118,0,920,0,920,107.1,11.9
ompi/mca/coll/base/coll_base_comm_unselect.c,85,0,0.0,438,0,0.0,1,0,0.0,3,2,106.0,1.0,5,1,106,0,1,6,5,30,0,784,0,784,5.0,5.0
ompi/mca/coll/base/coll_base_exscan.c,86,0,0.0,42,0,0.0,2,0,0.0,3,15,77.5,7.0,7,2,82,0,2,15,14,72,0,653,0,653,23.0,11.5
ompi/mca/coll/base/coll_base_find_available.c,34,0,0.0,28,0,0.0,3,0,0.0,1,'2.33333333333333',28.6666666666667,2.66666666666667,7,1,40,0,3,19,7,59,0,495,0,495,9.0,3.0
ompi/mca/coll/base/coll_base_frame.c,62,0,0.0,36,0,0.0,6,0,0.0,27,'3.11111111111111',8.55555555555556,2.55555555555556,5,9,36,0,9,18,45,34,0,577,0,577,19.8,3.3
ompi/mca/coll/base/coll_base_gather.c,180,0,0.0,114,0,0.0,3,0,0.0,2,'24.6666666666667',116.333333333333,9.33333333333333,11,3,159,0,3,26,33,97,0,676,0,676,51.0,17.0
ompi/mca/coll/base/coll_base_reduce.c,598,0,0.0,396,0,0.0,10,0,0.0,11,'19.5',113.3,9.5,13,4,334,0,10,84,52,357,0,784,0,784,176.0,17.6
ompi/mca/coll/base/coll_base_reduce_scatter.c,404,0,0.0,226,0,0.0,5,0,0.0,1,'29.6',143.6,6.6,11,4,264,0,5,38,44,287,0,778,0,778,118.0,23.6
ompi/mca/coll/base/coll_base_reduce_scatter_block.c,451,0,0.0,268,0,0.0,6,0,0.0,3,'27.6666666666667',128.833333333333,6.33333333333333,11,1,204,0,6,50,11,318,0,753,0,753,139.8,23.3
ompi/mca/coll/base/coll_base_scan.c,91,0,0.0,50,0,0.0,2,0,0.0,3,16,81.0,7.0,6,2,88,0,2,14,12,67,0,653,0,653,27.0,13.5
ompi/mca/coll/base/coll_base_scatter.c,166,0,0.0,90,0,0.0,3,0,0.0,2,19,100.0,9.33333333333333,12,3,138,0,3,27,36,92,0,668,0,668,42.900000000000006,14.3
ompi/mca/coll/base/coll_base_topo.c,344,0,0.0,148,0,0.0,11,0,0.0,2,'8.72727272727273',52.6363636363636,2.09090909090909,7,8,143,0,11,81,56,173,0,608,0,608,85.8,7.8
ompi/mca/coll/base/coll_base_util.c,385,0,0.0,330,0,0.0,21,0,0.0,21,'2.80769230769231',20.9230769230769,2.73076923076923,10,14,78,1,26,112,140,75,4,776,0,776,149.1,7.1
ompi/mca/coll/basic/coll_basic_allgather.c,56,0,0.0,42,0,0.0,1,0,0.0,0,37,125.0,8.0,6,1,125,0,1,8,6,46,0,613,0,613,22.0,22.0
ompi/mca/coll/basic/coll_basic_allgatherv.c,20,0,0.0,6,0,0.0,1,0,0.0,1,2,38.0,9.0,3,1,38,0,1,6,3,27,0,598,0,598,4.0,4.0
ompi/mca/coll/basic/coll_basic_allreduce.c,69,0,0.0,42,0,0.0,2,0,0.0,1,2,71.5,7.0,10,2,118,0,2,18,20,59,0,647,0,647,23.0,11.5
ompi/mca/coll/basic/coll_basic_alltoall.c,34,0,0.0,16,0,0.0,1,0,0.0,1,2,79.0,8.0,2,1,79,0,1,3,2,41,0,602,0,602,9.0,9.0
ompi/mca/coll/basic/coll_basic_alltoallv.c,31,0,0.0,16,0,0.0,1,0,0.0,1,2,68.0,10.0,2,1,68,0,1,3,2,37,0,608,0,608,9.0,9.0
ompi/mca/coll/basic/coll_basic_alltoallw.c,136,0,0.0,70,0,0.0,3,0,0.0,0,15,97.3333333333333,8.66666666666667,12,2,111,0,3,24,24,86,0,661,0,661,39.900000000000006,13.3
ompi/mca/coll/basic/coll_basic_barrier.c,38,0,0.0,18,0,0.0,2,0,0.0,1,2,41.0,2.0,4,2,72,0,2,9,8,39,0,569,0,569,11.0,5.5
ompi/mca/coll/basic/coll_basic_bcast.c,60,0,0.0,30,0,0.0,2,0,0.0,1,2,65.0,6.0,5,2,85,0,2,10,10,49,0,618,0,618,16.0,8.0
ompi/mca/coll/basic/coll_basic_component.c,6,0,0.0,0,0,,1,0,0.0,2,2,11.0,2.5,2,2,21,4,2,7,4,48,0,554,0,554,1.0,1.0
ompi/mca/coll/basic/coll_basic_gather.c,18,0,0.0,10,0,0.0,1,0,0.0,1,2,46.0,9.0,1,1,46,0,1,2,1,30,0,596,0,596,6.0,6.0
ompi/mca/coll/basic/coll_basic_gatherv.c,79,0,0.0,56,0,0.0,2,0,0.0,1,2,77.5,10.0,5,2,100,0,2,9,10,51,0,623,0,623,29.0,14.5
ompi/mca/coll/basic/coll_basic_module.c,128,0,0.0,326,0,0.0,4,0,0.0,0,'3.25',43.0,2.0,32,2,78,0,4,55,64,48,0,756,0,756,10.0,2.5
ompi/mca/coll/basic/coll_basic_neighbor_allgather.c,118,0,0.0,70,0,0.0,4,0,0.0,1,'9.5',52.5,8.0,10,1,78,0,4,32,10,31,0,623,0,623,39.2,9.8
ompi/mca/coll/basic/coll_basic_neighbor_allgatherv.c,114,0,0.0,70,0,0.0,4,0,0.0,1,'9.5',48.75,9.0,10,1,71,0,4,32,10,31,0,631,0,631,39.2,9.8
ompi/mca/coll/basic/coll_basic_neighbor_alltoall.c,145,0,0.0,88,0,0.0,4,0,0.0,1,'11.5',58.25,8.0,10,1,98,0,4,32,10,36,0,629,0,629,48.0,12.0
ompi/mca/coll/basic/coll_basic_neighbor_alltoallv.c,137,0,0.0,88,0,0.0,4,0,0.0,1,'11.5',56.25,10.0,10,1,88,0,4,32,10,29,0,645,0,645,48.0,12.0
ompi/mca/coll/basic/coll_basic_neighbor_alltoallw.c,132,0,0.0,90,0,0.0,4,0,0.0,0,'12.75',54.5,10.0,10,1,85,0,4,32,10,29,0,639,0,639,48.8,12.2
ompi/mca/coll/basic/coll_basic_reduce.c,130,0,0.0,70,0,0.0,2,0,0.0,1,2,129.0,8.0,6,2,190,0,2,13,12,129,0,658,0,658,37.0,18.5
ompi/mca/coll/basic/coll_basic_reduce_scatter.c,230,0,0.0,120,0,0.0,2,0,0.0,1,2,210.0,7.0,8,2,288,0,2,22,16,123,0,702,0,702,62.0,31.0
ompi/mca/coll/basic/coll_basic_reduce_scatter_block.c,47,0,0.0,18,0,0.0,2,0,0.0,1,2,57.5,7.0,6,2,107,0,2,11,12,65,0,642,0,642,11.0,5.5
ompi/mca/coll/basic/coll_basic_scatter.c,25,0,0.0,14,0,0.0,1,0,0.0,1,2,53.0,9.0,2,1,53,0,1,3,2,32,0,600,0,600,8.0,8.0
ompi/mca/coll/basic/coll_basic_scatterv.c,57,0,0.0,38,0,0.0,2,0,0.0,0,'10.5',66.0,10.0,4,2,75,0,2,7,8,50,0,616,0,616,21.0,10.5
ompi/mca/coll/ftagree/coll_ftagree.c,3,0,0.0,0,0,,1,0,0.0,1,'5.90909090909091',49.5454545454545,4.18181818181818,21,8,305,4,11,71,168,18,0,629,0,629,1.0,1.0
ompi/mca/coll/ftagree/coll_ftagree_component.c,50,0,0.0,21,0,0.0,4,0,0.0,3,'3.6',23.4,1.6,4,3,71,6,5,17,12,40,0,638,0,638,12.8,3.2
ompi/mca/coll/ftagree/coll_ftagree_module.c,45,0,0.0,23,0,0.0,4,0,0.0,0,4,24.75,2.0,6,2,72,0,4,24,12,46,0,645,0,645,12.0,3.0
ompi/mca/coll/han/coll_han_algorithms.c,85,0,0.0,42,0,0.0,8,0,0.0,5,'2.20689655172414',78.0,5.24137931034483,23,23,325,2,29,297,529,44,0,646,0,646,28.8,3.6
ompi/mca/coll/han/coll_han_allgather.c,245,0,0.0,184,0,0.0,6,0,0.0,0,'6.16666666666667',64.5,6.0,14,2,141,0,6,95,28,69,0,772,0,772,31.8,5.3
ompi/mca/coll/han/coll_han_allreduce.c,345,0,0.0,270,0,0.0,9,0,0.0,0,'7.44444444444444',60.8888888888889,5.0,15,4,113,0,9,140,60,96,0,812,0,812,65.7,7.3
ompi/mca/coll/han/coll_han_alltoall.c,214,0,0.0,168,0,0.0,3,0,0.0,0,'15.3333333333333',132.666666666667,4.66666666666667,15,1,382,0,3,30,15,89,2,746,4,742,45.900000000000006,15.3
ompi/mca/coll/han/coll_han_barrier.c,17,0,0.0,54,0,0.0,1,0,0.0,1,2,32.0,2.0,6,1,32,0,1,8,6,24,0,661,0,661,3.0,3.0
ompi/mca/coll/han/coll_han_bcast.c,129,0,0.0,164,0,0.0,5,0,0.0,0,'4.2',47.6,5.6,11,2,96,0,5,69,22,75,0,750,0,750,18.0,3.6
ompi/mca/coll/han/coll_han_component.c,266,0,0.0,66,0,0.0,7,0,0.0,16,'5.42857142857143',72.0,1.71428571428571,17,1,364,5,7,107,17,98,0,737,0,737,41.3,5.9
